"","tweet_id","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone"
"2203","718581762","neutral","1","","","Delta","","JetBlueNews","","0","@JetBlue Says #Lufthansa Incentive Offer To Have No Impact On Share Count - Nasdaq http://t.co/VU7XSWJKiY","","2015-02-18 14:05:03 -0800","USA","Sydney"
"2204","85368832","neutral","0","","0","Southwest","","JDG1206","","0","@SouthwestAir is there a way to DM you?","","2015-02-18 14:05:04 -0800","Fort Worth TX","Central Time (US & Canada)"
"2205","1544994816","negative","0","Customer Service Issue","0.3297","Southwest","","missyw2you","","0","@SouthwestAir are bicycles that the 62"" 50lbs criteria free or bikes are automatically $75/each way? The FAQ page isn't very clear to me.","","2015-02-18 14:05:10 -0800","Warren OH","Eastern Time (US & Canada)"
"2206","-1655271423","neutral","0","","0","US Airways","","dsearls","","0","@USAirways Thanks. Suggestion: stop the promo messages after a bit and just run music &amp; a msg that says ""call volume is high."" #vrm","","2015-02-18 14:06:35 -0800","SBA BOS JFK EWR SFO LHR","Pacific Time (US & Canada)"
"2207","248946688","positive","0","","0","Southwest","","thisnamerocks2","","0","@SouthwestAir luckily the people working the BSO at Chicago Midway have been very attentive and found our bags in Punta Cana.","","2015-02-18 14:07:00 -0800","Canton MA",""
"2208","1050058754","negative","0","Lost Luggage","0.6769","Southwest","","thisnamerocks2","","0","@SouthwestAir we have to stay in Chicago overnight and meet up with our bags there. I hope they stay put and don't get put on a flight.","","2015-02-18 14:07:47 -0800","Canton MA",""
"2209","-1432936447","negative","1","Late Flight","1","US Airways","","The_Big_Guy27","","0","@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR","","2015-02-18 14:08:07 -0800","US","Eastern Time (US & Canada)"
"2210","26669056","negative","1","Can't Tell","1","United","","bethanycknowles","","0","@united #vegan meals can be more creative than noodles peas and zukes. Non-vegan yogurt is not acceptable for a vegan. Can you do better?","","2015-02-18 14:08:26 -0800","","Eastern Time (US & Canada)"
"2211","986984448","negative","0","Bad Flight","0.7047","United","","christinebpc","","0","@united nope. Really. No window at all for 10A. 10F has one. 8 and 11 has one. None for 10A. So sad...","","2015-02-18 14:09:15 -0800","Houston Texas","Central Time (US & Canada)"
"2212","-1214861312","negative","1","Lost Luggage","0.6403","Southwest","","thisnamerocks2","","0","@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.","","2015-02-18 14:09:36 -0800","Canton MA",""
"2213","810856448","negative","1","Customer Service Issue","0.6518","United","","sjking2000","","0","@united 4 different departure / arrival updates for UA304??? In 1hr. Please!","","2015-02-18 14:09:53 -0800","California US","Pacific Time (US & Canada)"
"2214","-736694272","negative","1","Customer Service Issue","0.6276","US Airways","","od2be2003","","0","@USAirways your app sucks balls compared to @AmericanAir","","2015-02-18 14:10:48 -0800","Dallas TX","Eastern Time (US & Canada)"
"2215","1817620480","negative","1","Customer Service Issue","0.6752","United","","qlyss8","","0","“@united: @qlyss8 We don't want our customers to be frustrated. Thank you for your patience. ^JT” A lovely sentiment but not a $180 one.","","2015-02-18 14:10:59 -0800","Texas USA","Mountain Time (US & Canada)"
"2216","1087827968","positive","1","","","Southwest","","missyw2you","","0","@SouthwestAir awesome. thank you!","","2015-02-18 14:11:20 -0800","Warren OH","Eastern Time (US & Canada)"
"2217","643211264","positive","1","","","Delta","","HAbbott4","","0","@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙","","2015-02-18 14:11:37 -0800","NY","Eastern Time (US & Canada)"
"2218","680816640","negative","1","Late Flight","0.6503","Southwest","","jillianhello","","0","@SouthwestAir So frustrated with my experience with #Southwest. 18 hours trapped in Denver bc of mechanical problems. #worstcustomerservice","","2015-02-18 14:11:40 -0800","Orange County CA","Arizona"
"2219","1205276673","negative","0","Late Flight","0.34","US Airways","","Kurt_Wirth","","0","@USAirways Thanks for showing interest...3880 to Greenville SC.","","2015-02-18 14:12:11 -0800","ÜT: 43.182918-77.651224","Eastern Time (US & Canada)"
"2220","-111747071","positive","0","","","US Airways","","davegoldfarb","","0","@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far","","2015-02-18 14:13:45 -0800","Delray Beach FL","Eastern Time (US & Canada)"
"2221","-992714752","negative","0","Flight Booking Problems","0.7039","Southwest","","angiezemog","","0","@SouthwestAir I am trying to book another flight and apply my credits that I had from another flight but I can't find them.","","2015-02-18 14:15:35 -0800","Los Angeles/Chicago","Quito"
"2222","773107712","neutral","1","","","United","","MikeFromRBLX","","0","@united How many 787s do you currently operate and what other aircraft do you operate?","","2015-02-18 14:16:16 -0800","roblox.com","Eastern Time (US & Canada)"
"2223","-1936261120","positive","1","","","Delta","","MarissaBreton","","0","@JetBlue just DMed. thanks so much for addressing this so quickly.","","2015-02-18 14:17:07 -0800","Boston","Eastern Time (US & Canada)"
"2224","731308032","neutral","1","","","Delta","","4cast4you","","0","@JetBlue #FlyingItForward I'd fly to Port au Prince Haiti to help with the on-going earthquake relief efforts. Still lots to do there!","","2015-02-18 14:17:10 -0800","Out and About - Homebase is MD","Eastern Time (US & Canada)"
"2225","-53047296","negative","0","Lost Luggage","0.6794","US Airways","","DAngel082","","0","@USAirways  thanks! Now I just need to locate where my luggage is!","","2015-02-18 14:18:55 -0800","New York",""
"2226","-585695232","neutral","1","","","Delta","","navyseal6","","0","@JetBlue I like Marie Harf go to Iraiq find ISIS and spread good and offer resume service to ISIS in order to find jobs @marieharf","[0.0 0.0]","2015-02-18 14:18:56 -0800","New York","Eastern Time (US & Canada)"
"2227","2115424256","positive","1","","","Delta","","ft_tyman","","0","@JetBlue I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp; so much to do there.🌴","","2015-02-18 14:19:15 -0800","NBMA","Eastern Time (US & Canada)"
"2228","-1546182655","negative","0","Cancelled Flight","0.3582","US Airways","","RayAllStar28","","0","@USAirways that's understandable my issue is with creating a new flight without the personnel to do it...I changed my plans to accommodate","","2015-02-18 14:20:10 -0800","Lawrence MA",""
"2229","1783934976","positive","1","","","Delta","","nonprofitnicole","","0","@JetBlue What a great idea! #cometoAustin","","2015-02-18 14:20:47 -0800","Austin Texas","Central Time (US & Canada)"
"2230","-904478719","negative","1","Cancelled Flight","0.6711","US Airways","","GignacForLowell","","0","@USAirways after 3 Cancelled Flightlations and a delay causing me to miss connecting flight. Another night not being home. Thanks #pathetic","","2015-02-18 14:21:06 -0800","Lowell Ma",""
"2231","-1638649856","neutral","1","","","Southwest","","Shadowjin12","","0","@SouthwestAir will do! #heart #flying","","2015-02-18 14:21:17 -0800","",""
"2232","-1651216384","negative","0","Bad Flight","0.3641","Southwest","","anne_laflamme","","0","@SouthwestAir alas it was pretty full so we had to entertain ourselves with witty repartee ...","","2015-02-18 14:21:53 -0800","","Pacific Time (US & Canada)"
"2233","399937536","negative","0","Cancelled Flight","0.6733","US Airways","","RayAllStar28","","0","@USAirways ...these changes as well to Late Flightr find out that the flight I was scheduled for isn't ready","","2015-02-18 14:22:26 -0800","Lawrence MA",""
"2234","-887676926","negative","1","Can't Tell","1","Delta","","mcontrerasnyc","","0","@JetBlue PR-friendly tweets don't help drive accountability. Hope Mr. Hayes takes note.","","2015-02-18 14:22:42 -0800","",""
"2235","-1609277440","negative","1","Late Flight","0.6778","United","","shikai590","","0","@united I wrote to you but got nothing.and I am out of US .It is very simple thing.Will ypu provide compensation for your delay?","","2015-02-18 14:23:17 -0800","",""
"2236","-1030320126","positive","1","","","Delta","","unverkate","","0",".@JetBlue thx for confirming! Again yr team is awesome. Thanks for the prompt &amp; helpful response! Cheers to less snow in everyone's future","","2015-02-18 14:23:17 -0800","PHL",""
"2237","-1655255040","positive","0","","","United","","DCconnick","","0","@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.","","2015-02-18 14:24:05 -0800","",""
"2238","941031424","positive","0","","","Delta","","VTAlexandria","","0","@JetBlue Hawaii! Get me somewhere warm &amp; I can find some good to do. #FlyItForward","","2015-02-18 14:25:42 -0800","",""
"2239","-1483448319","negative","0","Customer Service Issue","0.6727","Virgin America","","mekirkpatrick","","0","@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.","","2015-02-18 14:26:30 -0800","Long Beach CA","Pacific Time (US & Canada)"
"2240","-552267775","negative","1","Customer Service Issue","1","US Airways","","Twinscream1","","0","@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks","","2015-02-18 14:26:43 -0800","",""
"2241","1888923648","negative","1","Late Flight","0.356","US Airways","","RayAllStar28","","0","@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys","","2015-02-18 14:26:54 -0800","Lawrence MA",""
"2242","1855262720","negative","1","Customer Service Issue","1","Southwest","","CollingMedia","","0","@SouthwestAir We need help changing a name on a company reservation....We tried calling customer relations but there is a busy signal.","","2015-02-18 14:27:09 -0800","Scottsdale AZ","Arizona"
"2243","618041344","negative","1","Customer Service Issue","1","US Airways","","honorawalsh","","0","@USAirways Joined Silver Preferred because I heard customer service was so great pity I was misguided.","","2015-02-18 14:27:24 -0800","",""
"2244","-728330240","negative","1","Late Flight","1","US Airways","","Scscottish","","0","@usairways. Seriously attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v","","2015-02-18 14:28:38 -0800","Proud to say I'm from Dundee","Atlantic Time (Canada)"
"2245","1167515648","positive","1","","","US Airways","","pocketsizemando","","0","@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything","","2015-02-18 14:28:47 -0800","Fort Worth TX","Central Time (US & Canada)"
"2246","-1672032256","negative","1","Can't Tell","0.3536","US Airways","","DAngel082","","0","@USAirways  I have 3 times and no one has been able to help me out","","2015-02-18 14:29:31 -0800","New York",""
"2247","207015937","negative","1","Can't Tell","1","Delta","","BernieCheersing","","0","@JetBlue is the worst. I have to postpone my trip and they can't accommodate guests like @SouthwestAir #NeverAgain","","2015-02-18 14:29:38 -0800","Washington DC","Central Time (US & Canada)"
"2248","378966016","negative","1","Customer Service Issue","1","United","","Astonvillausa","","0","@united   sent DM last week re: suit regarding your error. No response was given. Please Answer DM or tell me who to send suit to....","","2015-02-18 14:31:47 -0800","Chicago Illinois ","Central Time (US & Canada)"
"2249","227811328","neutral","1","","","Delta","","sdcissna","","0","@JetBlue I'd go to Portsmouth NH to take care of my friend's son while she takes her daughter to Boston for surgery.  #flyingitforward","","2015-02-18 14:32:02 -0800","Washington DC","Eastern Time (US & Canada)"
"2250","-1424556032","negative","1","Damaged Luggage","1","Delta","","edgarsantana","","0","@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?","","2015-02-18 14:33:02 -0800","ÜT: 40.96513-73.872957","Eastern Time (US & Canada)"
"2251","395587584","negative","1","Bad Flight","1","Southwest","","FMLBROOKLYN","","0","@SouthwestAir your WiFi is shit. fix that up before I jump out of the closest bloody fucking emergency exit.","","2015-02-18 14:33:35 -0800","","Arizona"
"2252","-2036924416","negative","1","Cancelled Flight","1","United","","GeorgeMcflyOG","","0","@united I was patient when they refused to switch my flight Bc of my checked bag then Cancelled Flightled the one I was on","","2015-02-18 14:34:54 -0800","NJ ","Eastern Time (US & Canada)"
"2253","-49004544","negative","1","Can't Tell","0.7021","United","","frqnttraveler","","1","@united thanks I'll fill out the form that no one reads or responds to.","","2015-02-18 14:35:04 -0800","california",""
"2254","1519661056","neutral","1","","","United","","sdgarguilo","","0","@united's in-flight promo on their TV's includes Brian Williams. Tough to edit that quickly. Not a complaint just an observation.","","2015-02-18 14:35:09 -0800","Earth (for now...)","Eastern Time (US & Canada)"
"2255","-397148159","neutral","0","","0","Southwest","","FMLBROOKLYN","","0","@SouthwestAir snapchat iMessage instagram......","","2015-02-18 14:35:33 -0800","","Arizona"
"2256","1914081281","positive","0","","0","Delta","","sdcissna","","0","@JetBlue My #FlyingItForward affects just one small family of four but it would make a huge difference in their life.","","2015-02-18 14:35:51 -0800","Washington DC","Eastern Time (US & Canada)"
"2257","966017024","neutral","1","","","Delta","","JetBlueNews","","0","@JetBlue to allow payment by #Apple Pay - Patriarc http://t.co/bdUaUZFhW2","","2015-02-18 14:36:04 -0800","USA","Sydney"
"2258","-2032914432","negative","1","Cancelled Flight","0.6629","United","","GeorgeMcflyOG","","0","@united I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine","","2015-02-18 14:36:44 -0800","NJ ","Eastern Time (US & Canada)"
"2259","1478656","negative","1","Customer Service Issue","0.65","United","","GeorgeMcflyOG","","0","@united be patient while I let this string of tweets go out showing people you are bad at your business","","2015-02-18 14:37:31 -0800","NJ ","Eastern Time (US & Canada)"
"2260","2056519681","negative","0","Lost Luggage","0.6667","United","","Dayrean","","0","@united please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport","","2015-02-18 14:37:52 -0800","",""
"2261","517378048","negative","1","Damaged Luggage","1","Delta","","edgarsantana","","0","@JetBlue U say our safety is our highest priority but that doesn't extend 2 our property? This is totally nuts. http://t.co/xZY7pHKFGR","","2015-02-18 14:38:58 -0800","ÜT: 40.96513-73.872957","Eastern Time (US & Canada)"
"2262","-2066309118","negative","0","Flight Booking Problems","0.3381","United","","GeorgeMcflyOG","","0","@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07","","2015-02-18 14:39:04 -0800","NJ ","Eastern Time (US & Canada)"
"2263","1448345602","negative","1","Can't Tell","1","US Airways","","MarciaVeronicaa","","1","@USAirways just lost a faithful customer.","","2015-02-18 14:39:46 -0800","Connecticut/Vegas","Pacific Time (US & Canada)"
"2264","-1512660992","negative","0","Lost Luggage","0.6771","Southwest","","Val_Mack","","0","@SouthwestAir lost my sunglasses &amp; case on a flight 3933 last night - is there a lost &amp; found?","","2015-02-18 14:40:02 -0800","Washington DC","Eastern Time (US & Canada)"
"2265","1515622401","negative","1","Late Flight","1","United","","GeorgeMcflyOG","","0","@united I will be patient in my luxurious middle seat on my next delayed flight","","2015-02-18 14:40:23 -0800","NJ ","Eastern Time (US & Canada)"
"2266","903106560","neutral","1","","","Southwest","","FMLBROOKLYN","","0","@SouthwestAir I dunno my travel information.. like what?","","2015-02-18 14:40:50 -0800","","Arizona"
"2267","-1093214207","positive","1","","","Delta","","TranmereStu","","0","@JetBlue I flew to San Francisco from Fort Lauderdale with you last year had a fantastic time so would like to go back !","","2015-02-18 14:41:06 -0800","Wirral England",""
"2268","1402380288","negative","1","Cancelled Flight","1","United","","GeorgeMcflyOG","","0","@united idea: if u don't want us to be frustrated don't Cancelled Flight flights because your crew overflowed a toilet. Get a plumber","","2015-02-18 14:42:04 -0800","NJ ","Eastern Time (US & Canada)"
"2269","-669593600","negative","1","Can't Tell","0.6739","United","","GeorgeMcflyOG","","0","@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline","","2015-02-18 14:43:11 -0800","NJ ","Eastern Time (US & Canada)"
"2270","-1202286591","neutral","0","","0","United","","GeorgeMcflyOG","","0","@united patiently drinking and tweeting about my experience","","2015-02-18 14:43:52 -0800","NJ ","Eastern Time (US & Canada)"
"2271","-1638490112","neutral","0","","","Delta","","selirodz","","0","@JetBlue do you sell open tickets? I have a sick relative and may have to travel at a moments notice. Sad but true.","","2015-02-18 14:44:58 -0800","South Miami Heights Florida","Eastern Time (US & Canada)"
"2272","626278401","negative","1","Customer Service Issue","0.6434","Southwest","","FMLBROOKLYN","","0","@SouthwestAir it took ages for one snapchat story to load. one. ONE. I will demolish you","","2015-02-18 14:45:40 -0800","","Arizona"
"2273","-19455999","negative","0","Flight Attendant Complaints","0.3608","United","","AlexSenchak","","0","@united thanks! Makes sense. Just annoying that it can't be determined better.","","2015-02-18 14:45:45 -0800","Boston MA ","Atlantic Time (Canada)"
"2274","-896081920","positive","0","","","Southwest","","dalyrt5","","0","@SouthwestAir @Imaginedragons @beatsmusic well timed tweet just boarded and will be listening on my way home!","","2015-02-18 14:48:26 -0800","Nashville TN","Arizona"
"2275","1641291776","neutral","0","","0","Southwest","","m_nimzzz","","0","@SouthwestAir k but who won destination dragons","","2015-02-18 14:49:03 -0800","","Central Time (US & Canada)"
"2276","2136227841","negative","1","Bad Flight","1","United","","santiagopinzong","","0","@united #1007 Houston-Bogota with an engine problem mechanics trying to ""fix"" the problem safety first better to change the plane","","2015-02-18 14:49:28 -0800","Colombia","Central Time (US & Canada)"
"2277","2060881920","positive","1","","","Southwest","","dalyrt5","","0","@SouthwestAir that's why I fly y'all that personalized service","","2015-02-18 14:50:12 -0800","Nashville TN","Arizona"
"2278","483672064","negative","0","Late Flight","0.6842","United","","gailmmath","","0","@united I find this text funny considering we are still sitting here because 2 seats need to be changed out. http://t.co/LoLuWfCi11","","2015-02-18 14:50:26 -0800","",""
"2279","1452724224","positive","0","","","United","","AlexSenchak","","0","@united they are all -pilots FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)","","2015-02-18 14:50:33 -0800","Boston MA ","Atlantic Time (Canada)"
"2280","1020596224","positive","0","","","Southwest","","3b80af5c98854be","","0","@SouthwestAir @Imaginedragons @beatsmusic I'd love to hear them live at @VelourLive @velourlive this saturday! #destinationdragons","","2015-02-18 14:50:49 -0800","",""
"2281","2014580737","negative","1","Cancelled Flight","1","US Airways","","N0SBIGLEM","","0","@USAirways My last flight was Cancelled Flightled and I'm very disappointed.","","2015-02-18 14:50:50 -0800","san jose  ca",""
"2282","1511272451","negative","0","Flight Booking Problems","0.3511","Southwest","","whofilets","","0","@SouthwestAir @LeeAnnHealey I was all yeah sale fares! I got places to fly! Oh damn right I live where SWA doesn't fly. #why","","2015-02-18 14:51:04 -0800","","Pacific Time (US & Canada)"
"2283","-699068416","negative","1","Bad Flight","0.3434","United","","christinebpc","","0","@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs","","2015-02-18 14:52:01 -0800","Houston Texas","Central Time (US & Canada)"
"2284","-216621055","negative","1","Cancelled Flight","0.7113","US Airways","","hinabinaa","","0","@USAirways @MarciaVeronicaa she missed her uncle's funeral and you ""hope"" they can find another flight. That's very considerate of you.","","2015-02-18 14:54:19 -0800","","Central Time (US & Canada)"
"2285","655794176","negative","1","Damaged Luggage","0.3554","Delta","","edgarsantana","","0","@JetBlue u now have my gears grinding. The JFK baggage office told me I need to bring the bag back right now if not they will close my claim","","2015-02-18 14:54:22 -0800","ÜT: 40.96513-73.872957","Eastern Time (US & Canada)"
"2286","1137983489","neutral","0","","","Southwest","","TifffyHuang","","0","@SouthwestAir just DMed you guys!!! 😁😁😁😁","","2015-02-18 14:54:50 -0800","",""
"2287","-1114370048","positive","1","","","Southwest","","joshuapromero","","0","@SouthwestAir So far so good! http://t.co/16c9ex79Rk","","2015-02-18 14:56:51 -0800","San Diego CA","Pacific Time (US & Canada)"
"2288","1452720129","neutral","1","","","Southwest","","livvyports16","","1","@SouthwestAir do you have any info about when #DestinationDragons winners will be announced? me &amp; my best friend are hoping to win. thanks!","","2015-02-18 14:57:17 -0800","",""
"2289","1981214720","negative","1","Lost Luggage","0.8436","Delta","negative","edgarsantana","Lost Luggage Damaged Luggage","0","@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail","","2015-02-18 14:57:29 -0800","ÜT: 40.96513-73.872957","Eastern Time (US & Canada)"
"2290","-1676210176","positive","1","","","Southwest","","Val_Mack","","0","@SouthwestAir thx - fingers crossed they are found.","","2015-02-18 14:59:50 -0800","Washington DC","Eastern Time (US & Canada)"
"2291","1192660992","neutral","1","","","Southwest","","2Hats1Mike","","0","@SouthwestAir Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow? Thank you!","","2015-02-18 15:00:24 -0800","Buffalo NY","Eastern Time (US & Canada)"
"2292","-2053730303","negative","1","Late Flight","1","United","","frannie_ryan","","0","@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle","","2015-02-18 15:01:17 -0800","Memphis TN","Central Time (US & Canada)"
"2293","1066684416","negative","1","Late Flight","1","United","","MattEngelbrecht","","0","@united 1 hour since boarding began and we're still sitting at the gate.  #UA507","","2015-02-18 15:01:19 -0800","Lakewood Colorado","Mountain Time (US & Canada)"
"2294","-2125025280","negative","1","Lost Luggage","0.3366","United","","Dayrean","","0","@united the supervisor on situation- Stacey took all our details-no claim number given to us","","2015-02-18 15:02:04 -0800","",""
"2295","-2125004798","positive","0","","0","Delta","","selirodz","","0","@JetBlue Yes That's true but they are a bit pricey I will look into it further. Love you guys.","","2015-02-18 15:02:25 -0800","South Miami Heights Florida","Eastern Time (US & Canada)"
"2296","-908685312","negative","0","Can't Tell","0.678","Delta","","edgarsantana","","0","@JetBlue if u want to be helpful save me the trip from Westchester Cty to JFK plus parking - my info is in the photo http://t.co/JI7xkS2jkk","","2015-02-18 15:03:48 -0800","ÜT: 40.96513-73.872957","Eastern Time (US & Canada)"
"2297","1754533888","negative","1","Customer Service Issue","0.684","United","","geekydewd","","0","@united can't DM you're not following. LLY144. Rebooked on #UA1516 but still need seats.","","2015-02-18 15:04:11 -0800","CO Springs Occupied Colorado","Mountain Time (US & Canada)"
"2298","408326144","negative","0","Lost Luggage","0.7171","United","","Dayrean","","0","@united a report was filed with the airport police on 11th and 12th February-I have the police case number if required","","2015-02-18 15:06:41 -0800","",""
"2299","-1143554048","negative","1","Customer Service Issue","0.69","United","","DCconnick","","0","@united 3 phone reps. None could see I was rebooked so missed that flight.Told to go standby for a nonexistent Late Flightr flight. Did I hurt you?","","2015-02-18 15:06:47 -0800","",""
"2300","-1189695488","negative","1","Late Flight","1","US Airways","","ERnurseMatt","","0","@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool","","2015-02-18 15:07:36 -0800","Kansas USA","Central Time (US & Canada)"
"2301","-1613316096","negative","1","Lost Luggage","0.6783","United","","Dayrean","","0","@united correct date is 2/11/15!","","2015-02-18 15:08:32 -0800","",""
"2302","1079246848","negative","0","Flight Booking Problems","0.3251","United","","parryaftab","","0","@united flying tomorrow from mexico to US. Mileage tkts dont show 1k status. Help","","2015-02-18 15:08:35 -0800","","Central Time (US & Canada)"
"2303","1389801473","negative","1","Late Flight","1","US Airways","","mma718","","0","@USAirways. I'm delayed in Cha will miss my connection in Charlotte for lga.  Not good","","2015-02-18 15:08:39 -0800","Queens New York",""
"2304","-1583931392","positive","1","","","United","","od2be2003","","0","@united hey awesome!  Thanks for the reply will be filling the form out! @AmericanAir","","2015-02-18 15:09:18 -0800","Dallas TX","Eastern Time (US & Canada)"
"2305","-1126768640","negative","1","Damaged Luggage","0.35","Delta","","edgarsantana","","0","@JetBlue so why do you put this at the bottom of ur baggage report? For fun? #JetBlue @airlinequality #skytrax http://t.co/tU9JX2jaZN","","2015-02-18 15:11:14 -0800","ÜT: 40.96513-73.872957","Eastern Time (US & Canada)"
"2306","823394304","neutral","0","","0","United","","scofro14","","0","@united Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???","","2015-02-18 15:11:24 -0800","","Mountain Time (US & Canada)"
"2307","-1491664896","positive","0","","0","United","","officialpcoops","","0","@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!","","2015-02-18 15:11:30 -0800","",""
"2308","-1558970367","neutral","1","","","Delta","","shypoke1","","0","@JetBlue need flight to ATH from PDX. Do you coordinate with other airlines?","","2015-02-18 15:12:36 -0800","","Pacific Time (US & Canada)"
"2309","-1151918080","negative","1","Lost Luggage","0.6606","United","","Dayrean","","0","@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...","","2015-02-18 15:13:30 -0800","",""
"2310","1180106752","positive","0","","0","United","","santiagopinzong","","0","@united #1007 Houston-Bogota boarding again safety first it seems the mechanics fixed the problem faster good energy to fly home/family","","2015-02-18 15:14:25 -0800","Colombia","Central Time (US & Canada)"
"2311","-1215012864","positive","1","","","Delta","","shypoke1","","0","@JetBlue ok. I'll book JB to JFK then book to ATH. Thank you.","","2015-02-18 15:16:31 -0800","","Pacific Time (US & Canada)"
"2312","2065092608","neutral","0","","0","Southwest","","campnhike75","","0","@SouthwestAir @Imaginedragons  Did they pick someone for Destination Dragons?","","2015-02-18 15:17:29 -0800","indiana","Hawaii"
"2313","475459585","negative","1","Late Flight","1","United","","kristen_19","","0","@united thanks. Weather is understandable but when every single domestic flight is delayed because of inbound int'l flights it's crazy","","2015-02-18 15:17:43 -0800","","Quito"
"2314","-334036992","neutral","1","","","Southwest","","Armywives101","","0","@SouthwestAir Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!","","2015-02-18 15:18:04 -0800","Fayetteville North Carolina","Eastern Time (US & Canada)"
"2315","1180086273","negative","1","Late Flight","0.3441","US Airways","","mma718","","0","@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong","","2015-02-18 15:19:00 -0800","Queens New York",""
"2316","487878656","positive","0","","0","United","","jjirsa","","0","@united Honestly I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic.","","2015-02-18 15:19:58 -0800","Seattle","Pacific Time (US & Canada)"
"2317","-2145996799","negative","1","Flight Attendant Complaints","0.6452","US Airways","","trevels11","","0","@USAirways once again your service leaves a lot to be desired. Flight 5141 here early but short staffing means we wait on Tarmac...Thanks","","2015-02-18 15:20:08 -0800","Terrapin Station",""
"2318","-2133417984","negative","1","Late Flight","0.6733","United","","kristen_19","","0","@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good","","2015-02-18 15:20:49 -0800","","Quito"
"2319","1704398849","positive","1","","","Southwest","","kalenski","","0","@SouthwestAir Whoa. Thanks and that's what I wanted to hear! Early flight coming up. Thanks for the reply.","","2015-02-18 15:21:32 -0800","Denver","Mountain Time (US & Canada)"
"2320","-1583960064","neutral","0","","0","Delta","","revooh2009","","0","@JetBlue my daughter's college game in Denver.  Only one set of parents will be there 😢😢😢","","2015-02-18 15:21:42 -0800","","Eastern Time (US & Canada)"
"2321","1616289793","negative","0","Late Flight","0.337","Southwest","","Kat_Obser","","0","@SouthwestAir where was the inclement weather? Other flights left DCA today and this plane appeared to be coming from AUS.","","2015-02-18 15:22:04 -0800","washington dc",""
"2322","1935065088","neutral","0","","0","Delta","","djh11375","","0","@JetBlue Left my coat on flight 453 this morning in overhead bin.  Reported seat 12A but I was 11A.  Thx.  Ticket 2792125083854","","2015-02-18 15:23:15 -0800","Forest Hills NY","Eastern Time (US & Canada)"
"2323","1221873664","negative","1","Customer Service Issue","1","US Airways","","NickAbel5","","0","@USAirways PLEASE improve your phone system! Going through multiple prompts &amp; menus just to be told to call back Late Flightr = MAJOR FAIL","","2015-02-18 15:24:37 -0800","",""
"2324","2123640832","neutral","0","","","United","","jesisforlovers","","0","@united sent","","2015-02-18 15:24:41 -0800","Oahu Hi","Central Time (US & Canada)"
"2325","-1068212224","negative","0","Can't Tell","0.6632","United","","thekulway","","0","@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....","","2015-02-18 15:24:51 -0800","San Francisco","Pacific Time (US & Canada)"
